RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,2016-06-30
90,1085,Nye County,County,NV,NV,Pahrump,32,23,184466
1754,1086,Hancock County,County,MS,MS,Gulfport-Biloxi-Pascagoula,28,45,124085
152,1087,Dunn County,County,WI,WI,Menomonie,55,33,144441
974,1088,Dallas County,County,AL,AL,Selma,1,47,52541
3036,1089,Sweetwater County,County,WY,WY,Rock Springs,56,37,216101
2234,1090,Crawford County,County,OH,OH,Bucyrus,39,33,70982
2566,1091,Sullivan County,County,NH,NH,Claremont-Lebanon,33,19,176907
1614,1092,Chilton County,County,AL,AL,Birmingham-Hoover,1,21,107463
2343,1093,Highland County,County,OH,OH,,39,71,95068
2042,1094,Stevens County,County,WA,WA,Spokane-Spokane Valley,53,65,186539
3288,1095,Charlottesville City,County,VA,VA,Charlottesville,51,540,264333
1205,1096,Miller County,County,AR,AR,Texarkana,5,91,84578
1185,1097,McKean County,County,PA,PA,Bradford,42,83,57919
1254,1098,Nelson County,County,KY,KY,Bardstown,21,179,130588
1910,1099,Madison County,County,OH,OH,Columbus,39,97,138495
3142,1100,Susquehanna County,County,PA,PA,,42,115,75859
1467,1101,Waller County,County,TX,TX,Houston-The Woodlands-Sugar Land,48,473,205157
2015,1102,Sanilac County,County,MI,MI,,26,151,73476
3205,1103,Danville City,County,VA,VA,Danville,51,590,61789
2713,1104,Habersham County,County,GA,GA,Cornelia,13,137,138053
1497,1105,Wilson County,County,TX,TX,San Antonio-New Braunfels,48,493,247306
1954,1106,Orleans County,County,NY,NY,Rochester,36,73,91307
1926,1107,Mecosta County,County,MI,MI,Big Rapids,26,107,108259
902,1108,Butler County,County,MO,MO,Poplar Bluff,29,23,100564
897,1109,Burnet County,County,TX,TX,,48,53,214798
2811,1110,Muscatine County,County,IA,IA,Muscatine,19,139,125379
1025,1111,Fulton County,County,OH,OH,Toledo,39,51,119585
801,1112,Wayne County,County,WV,WV,Huntington-Ashland,54,99,78633
1731,1113,Gratiot County,County,MI,MI,Alma,26,57,72502
413,1114,Bryan County,County,OK,OK,Durant,40,13,92634
2541,1115,Sequoyah County,County,OK,OK,Fort Smith,40,135,76669
1798,1116,Jackson County,County,IN,IN,Seymour,18,71,118694
1096,1117,Holmes County,County,OH,OH,,39,75,167343
946,1118,Coffee County,County,GA,GA,Douglas,13,69,91582
1336,1119,Preble County,County,OH,OH,,39,135,119758
2762,1120,Kandiyohi County,County,MN,MN,Willmar,27,67,157370
1658,1121,De Kalb County,County,IN,IN,Auburn,18,33,115171
1316,1122,Pettis County,County,MO,MO,Sedalia,29,159,77730
850,1123,Barren County,County,KY,KY,Glasgow,21,9,104168
2105,1124,Wyoming County,County,NY,NY,,36,121,104034
1052,1125,Greene County,County,AR,AR,Paragould,5,55,92905
1385,1126,Shelby County,County,KY,KY,Louisville/Jefferson County,21,211,165804
2625,1127,Avoyelles Parish,County,LA,LA,,22,9,86950
1631,1128,Clinton County,County,OH,OH,Wilmington,39,27,104541
3030,1129,Shenandoah County,County,VA,VA,,51,171,177224
749,1130,Tioga County,County,PA,PA,,42,117,129142
336,1131,Wood County,County,TX,TX,,48,499,127528
2022,1132,Shawano County,County,WI,WI,Shawano,55,115,116392
997,1133,Dubois County,County,IN,IN,Jasper,18,37,137921
2388,1134,Lawrence County,County,TN,TN,Lawrenceburg,47,99,92611
612,1135,Logan County,County,OK,OK,Oklahoma City,40,83,162078
1481,1136,Warren County,County,PA,PA,Warren,42,123,83831
2784,1137,Marinette County,County,WI,WI,Marinette,55,75,95578
761,1138,Union County,County,AR,AR,El Dorado,5,139,65419
3038,1139,Tallapoosa County,County,AL,AL,Alexander City,1,123,116139
2570,1140,Suwannee County,County,FL,FL,,12,121,117154
856,1141,Baxter County,County,AR,AR,Mountain Home,5,5,126287
2250,1142,Delaware County,County,OK,OK,,40,41,134738
286,1143,Polk County,County,GA,GA,Cedartown,13,233,85828
334,1144,Wise County,County,VA,VA,Big Stone Gap,51,195,74970
1301,1145,Ottawa County,County,OH,OH,Port Clinton,39,123,150569
2085,1146,Wharton County,County,TX,TX,El Campo,48,481,119415
2445,1147,Montrose County,County,CO,CO,Montrose,8,85,229069
633,1148,Mayes County,County,OK,OK,,40,97,108563
468,1149,Davie County,County,NC,NC,Winston-Salem,37,59,168092
2079,1150,Webster Parish,County,LA,LA,Shreveport-Bossier City,22,119,90550
2461,1151,Okanogan County,County,WA,WA,,53,47,184996
2290,1152,Franklin County,County,TN,TN,Tullahoma-Manchester,47,51,129810
1323,1153,Pierce County,County,WI,WI,Minneapolis-St. Paul-Bloomington,55,93,181611
2367,1154,Kittitas County,County,WA,WA,Ellensburg,53,37,270851
885,1155,Bonner County,County,ID,ID,Sandpoint,16,17,259936
2759,1156,Jim Wells County,County,TX,TX,Alice,48,249,134048
1202,1157,Mercer County,County,OH,OH,Celina,39,107,130204
234,1158,Levy County,County,FL,FL,,12,75,120057
2170,1159,Campbell County,County,TN,TN,Knoxville,47,13,101019
2995,1160,Pasquotank County,County,NC,NC,Elizabeth City,37,139,135948
2406,1161,Marshall County,County,IA,IA,Marshalltown,19,127,99367
278,1162,Pike County,County,MS,MS,McComb,28,113,91008
1105,1163,Howell County,County,MO,MO,West Plains,29,91,108513
2920,1164,Des Moines County,County,IA,IA,Burlington,19,57,94351
1806,1165,Jackson County,County,NC,NC,Cullowhee,37,99,213881
3006,1166,Rio Arriba County,County,NM,NM,Española,35,39,154998
1993,1167,Ravalli County,County,MT,MT,,30,81,254795
1716,1168,Fremont County,County,WY,WY,Riverton,56,13,202695
318,1169,Tift County,County,GA,GA,Tifton,13,277,113868
2649,1170,Champaign County,County,OH,OH,Urbana,39,21,114946
2311,1171,Guernsey County,County,OH,OH,Cambridge,39,59,86449
2464,1172,Okmulgee County,County,OK,OK,Tulsa,40,111,55955
2990,1173,Okeechobee County,County,FL,FL,Okeechobee,12,93,120260
1620,1174,Clarion County,County,PA,PA,,42,31,81770
1482,1175,Warren County,County,TN,TN,McMinnville,47,177,89689
211,1176,Knox County,County,ME,ME,,23,13,208087
1394,1177,Snyder County,County,PA,PA,Selinsgrove,42,109,145309
1248,1178,Murray County,County,GA,GA,Dalton,13,213,109579
3172,1179,Natchitoches Parish,County,LA,LA,Natchitoches,22,69,160271
2276,1180,Franklin County,County,IL,IL,,17,55,60245
1315,1181,Person County,County,NC,NC,Durham-Chapel Hill,37,145,126207
515,1182,Floyd County,County,KY,KY,,21,71,66514
505,1184,Essex County,County,NY,NY,,36,31,133020
2330,1185,Harrison County,County,IN,IN,Louisville/Jefferson County,18,61,129227
1450,1186,Upshur County,County,TX,TX,Longview,48,459,150555
2816,1187,Nez Perce County,County,ID,ID,Lewiston,16,69,191264
1632,1188,Clinton County,County,PA,PA,Lock Haven,42,35,115701
712,1189,Scott County,County,MO,MO,Sikeston,29,201,94615
652,1190,Mower County,County,MN,MN,Austin,27,99,109207
1093,1191,Hendry County,County,FL,FL,Clewiston,12,51,102595
2231,1192,Crawford County,County,KS,KS,Pittsburg,20,37,76773
2185,1193,Cheatham County,County,TN,TN,Nashville-Davidson--Murfreesboro--Franklin,47,21,164977
2245,1194,Defiance County,County,OH,OH,Defiance,39,39,99360
109,1195,Cass County,County,IN,IN,Logansport,18,17,75753
2956,1196,Livingston County,County,IL,IL,Pontiac,17,105,94340
2208,1197,Colleton County,County,SC,SC,,45,29,118509
2739,1198,Jefferson County,County,IL,IL,Mount Vernon,17,81,86539
783,1199,Waldo County,County,ME,ME,,23,27,163156
1062,1200,Greene County,County,PA,PA,,42,59,89813
2602,1201,Woodford County,County,IL,IL,Peoria,17,203,152589
2383,1202,Lawrence County,County,MO,MO,,29,109,99384
2199,1203,Chippewa County,County,MI,MI,Sault Ste. Marie,26,33,89854
867,1204,Benton County,County,MN,MN,St. Cloud,27,9,172925
209,1205,Knox County,County,IN,IN,Vincennes,18,83,76311
455,1206,Cooke County,County,TX,TX,Gainesville,48,97,148574
1680,1207,Douglas County,County,WA,WA,Wenatchee,53,17,261907
1704,1208,Fayette County,County,TN,TN,Memphis,47,47,204640
1502,1209,Yadkin County,County,NC,NC,Winston-Salem,37,197,112829
153,1210,Dyer County,County,TN,TN,Dyersburg,47,45,84197
2258,1211,Escambia County,County,AL,AL,Atmore,1,53,80714
2972,1212,Montgomery County,County,IN,IN,Crawfordsville,18,107,107189
409,1213,Brown County,County,TX,TX,Brownwood,48,49,97959
829,1214,Amador County,County,CA,CA,,6,5,279615
2164,1215,Caldwell County,County,TX,TX,Austin-Round Rock,48,55,143128
2077,1216,Webster County,County,IA,IA,Fort Dodge,19,187,80495
1341,1217,Putnam County,County,IN,IN,Indianapolis-Carmel-Anderson,18,133,128491
502,1218,Erath County,County,TX,TX,Stephenville,48,143,138371
3213,1219,Manassas City,County,VA,VA,Washington-Arlington-Alexandria,51,683,300517
1111,1220,Isanti County,County,MN,MN,Minneapolis-St. Paul-Bloomington,27,59,177744
1418,1221,Talbot County,County,MD,MD,Easton,24,41,284573
2672,1222,Covington County,County,AL,AL,,1,39,82249
1625,1223,Clinton County,County,IL,IL,St. Louis,17,27,124924
1277,1224,Oconto County,County,WI,WI,Green Bay,55,83,131829
2600,1225,Williams County,County,OH,OH,,39,171,91824
1483,1226,Warren County,County,VA,VA,Washington-Arlington-Alexandria,51,187,200294
1899,1227,Madison County,County,ID,ID,Rexburg,16,65,193663
2453,1228,Newberry County,County,SC,SC,Newberry,45,71,120390
2485,1229,Pontotoc County,County,OK,OK,Ada,40,123,85575
593,1230,Latah County,County,ID,ID,Moscow,16,57,228237
1047,1231,Graham County,County,AZ,AZ,Safford,4,9,147961
2610,1232,Alexander County,County,NC,NC,Hickory-Lenoir-Morganton,37,3,134150
2167,1233,Calloway County,County,KY,KY,Murray,21,35,116314
2412,1234,Marshall County,County,MS,MS,Memphis,28,93,86011
2374,1235,Lagrange County,County,IN,IN,,18,87,171422
2888,1236,Bennington County,County,VT,VT,Bennington,50,3,203492
2939,1237,Huntington County,County,IN,IN,Huntington,18,69,96956
1050,1238,Graves County,County,KY,KY,Mayfield,21,83,76335
1021,1239,Fulton County,County,IL,IL,Canton,17,57,69463
473,1239,Delta County,County,MI,MI,Escanaba,26,41,78426
826,1241,Alcorn County,County,MS,MS,Corinth,28,3,86591
1621,1242,Clatsop County,County,OR,OR,Astoria,41,7,283563
1222,1243,Monroe County,County,MS,MS,,28,95,84424
3192,1244,Scotts Bluff County,County,NE,NE,Scottsbluff,31,157,117825
1737,1245,Greenup County,County,KY,KY,Huntington-Ashland,21,89,75045
390,1246,Boone County,County,AR,AR,Harrison,5,9,107191
639,1246,Miami County,County,IN,IN,Peru,18,103,73964
2671,1248,Coshocton County,County,OH,OH,Coshocton,39,31,91021
2930,1249,Gloucester County,County,VA,VA,Virginia Beach-Norfolk-Newport News,51,73,224807
1115,1250,Jasper County,County,IA,IA,Newton,19,99,115262
546,1250,Green County,County,WI,WI,Madison,55,45,144072
1508,1252,Addison County,County,VT,VT,,50,1,233650
1013,1253,Finney County,County,KS,KS,Garden City,20,55,136923
613,1254,Logan County,County,WV,WV,Logan,54,45,62253
2787,1255,Matagorda County,County,TX,TX,Bay City,48,321,129601
484,1256,Dodge County,County,NE,NE,Fremont,31,53,116258
1189,1257,McLeod County,County,MN,MN,Hutchinson,27,85,146872
3167,1258,Independence County,County,AR,AR,Batesville,5,63,80821
2348,1259,Houghton County,County,MI,MI,Houghton,26,61,93845
1399,1260,Steele County,County,MN,MN,Owatonna,27,147,155654
408,1261,Brown County,County,SD,SD,Aberdeen,46,13,148003
1405,1262,Summit County,County,UT,UT,Summit Park,49,43,629293
327,1263,Ware County,County,GA,GA,Waycross,13,299,66324
961,1264,Cowley County,County,KS,KS,Arkansas City-Winfield,20,35,76109
824,1265,Albany County,County,WY,WY,Laramie,56,1,220337
1876,1266,Lincoln County,County,NE,NE,North Platte,31,111,123703
171,1267,Hale County,County,TX,TX,Plainview,48,189,71189
1744,1268,Halifax County,County,VA,VA,,51,83,93218
2080,1269,Webster County,County,MO,MO,Springfield,29,225,123937
2535,1270,Scotland County,County,NC,NC,Laurinburg,37,165,69002
681,1271,Perry County,County,OH,OH,Columbus,39,127,86018
83,1272,Lee County,County,IL,IL,Dixon,17,103,91251
1674,1273,Douglas County,County,MN,MN,Alexandria,27,41,190964
1284,1274,Oneida County,County,WI,WI,,55,85,164828
3221,1275,Saint Bernard Parish,County,LA,LA,New Orleans-Metairie,22,87,132868
82,1276,Lee County,County,IA,IA,Fort Madison-Keokuk,19,111,82659
3218,1277,Prince George County,County,VA,VA,Richmond,51,149,193717
1121,1278,Jasper County,County,TX,TX,,48,241,98488
452,1279,Cocke County,County,TN,TN,Newport,47,29,88800
2886,1280,Beauregard Parish,County,LA,LA,DeRidder,22,11,148389
2092,1281,Whitley County,County,KY,KY,London,21,235,75587
2069,1282,Wapello County,County,IA,IA,Ottumwa,19,179,70532
443,1283,Clark County,County,KY,KY,Lexington-Fayette,21,49,129120
383,1284,Barry County,County,MO,MO,,29,9,105892
1846,1285,Laclede County,County,MO,MO,Lebanon,29,105,111813
1232,1286,Morgan County,County,IL,IL,Jacksonville,17,137,85599
2933,1287,Greenbrier County,County,WV,WV,,54,25,101394
2973,1288,Montgomery County,County,KS,KS,Coffeyville,20,125,60729
1588,1289,Carlton County,County,MN,MN,Duluth,27,17,150759
2839,1290,Sagadahoc County,County,ME,ME,Portland-South Portland,23,23,193675
3210,1291,Isle of Wight County,County,VA,VA,Virginia Beach-Norfolk-Newport News,51,93,248255
1373,1292,Seneca County,County,NY,NY,Seneca Falls,36,99,100437
877,1293,Bladen County,County,NC,NC,,37,17,78366
1780,1294,Hopkins County,County,TX,TX,Sulphur Springs,48,223,
2182,1295,Chambers County,County,TX,TX,Houston-The Woodlands-Sugar Land,48,71,208619
180,1296,Hill County,County,TX,TX,,48,217,88587
2075,1297,Weakley County,County,TN,TN,Martin,47,183,81512
1104,1298,Howard County,County,TX,TX,Big Spring,48,227,95967
896,1299,Bureau County,County,IL,IL,Ottawa-Peru,17,11,86501
2665,1300,Clarendon County,County,SC,SC,,45,27,107435
1143,1301,Lassen County,County,CA,CA,Susanville,6,35,162627
1908,1302,Madison County,County,NE,NE,Norfolk,31,119,124395
1987,1303,Pulaski County,County,VA,VA,Blacksburg-Christiansburg-Radford,51,155,132238
1873,1304,Lincoln County,County,MS,MS,Brookhaven,28,85,97123
1659,1305,De Soto County,County,FL,FL,Arcadia,12,27,104231
1243,1306,Morrow County,County,OH,OH,Columbus,39,117,125678
2657,1307,Christian County,County,IL,IL,Taylorville,17,21,72467
1306,1308,Panola County,County,MS,MS,,28,107,92413
449,1309,Clark County,County,WI,WI,,55,19,98586
1091,1310,Harvey County,County,KS,KS,Wichita,20,79,114608
1921,1311,McClain County,County,OK,OK,Oklahoma City,40,87,147610
1344,1312,Putnam County,County,OH,OH,,39,137,125692
1870,1313,Lincoln County,County,ME,ME,,23,15,206555
3202,1314,Williamsburg County,County,SC,SC,,45,89,64298
357,1315,Adams County,County,IN,IN,Decatur,18,1,120474
521,1316,Geary County,County,KS,KS,Junction City,20,61,140809
2378,1317,Lawrence County,County,AL,AL,Decatur,1,79,99431
1879,1318,Lincoln County,County,OK,OK,Oklahoma City,40,81,81340
2690,1319,Effingham County,County,IL,IL,Effingham,17,49,119546
2181,1320,Chambers County,County,AL,AL,Valley,1,17,59708
3032,1321,Silver Bow County,County,MT,MT,Butte-Silver Bow,30,93,119948
2038,1322,Steuben County,County,IN,IN,Angola,18,151,144643
1547,1323,Bolivar County,County,MS,MS,Cleveland,28,11,109072
2925,1324,Evangeline Parish,County,LA,LA,,22,39,71031
622,1325,Macon County,County,NC,NC,,37,113,183375
147,1326,Dare County,County,NC,NC,Kill Devil Hills,37,55,338627
1011,1327,Fannin County,County,TX,TX,Bonham,48,147,107309
161,1328,Ford County,County,KS,KS,Dodge City,20,57,98368
3073,1329,Washington County,County,TX,TX,Brenham,48,477,186581
717,1330,Sioux County,County,IA,IA,,19,167,152777
246,1331,Lyon County,County,KS,KS,Emporia,20,111,101432
1979,1332,Preston County,County,WV,WV,Morgantown,54,77,101624
1037,1333,Gibson County,County,IN,IN,,18,51,100079
1292,1334,Orange County,County,VA,VA,,51,137,214488
1117,1335,Jasper County,County,IN,IN,Chicago-Naperville-Elgin,18,73,156527
2492,1336,Randolph County,County,IL,IL,,17,157,86051
1836,1337,Kendall County,County,TX,TX,San Antonio-New Braunfels,48,259,331134
2730,1338,Iberville Parish,County,LA,LA,Baton Rouge,22,47,154119
2771,1339,Lafayette County,County,MO,MO,Kansas City,29,107,117052
1882,1340,Lincoln County,County,TN,TN,,47,103,111630
1163,1341,Marion County,County,IA,IA,Pella,19,125,136096
2091,1342,Whitley County,County,IN,IN,Fort Wayne,18,183,135724
1807,1343,Jackson County,County,OH,OH,Jackson,39,79,72251
1626,1344,Clinton County,County,IN,IN,Frankfort,18,23,93593
2446,1345,Morrison County,County,MN,MN,,27,97,167326
1056,1346,Greene County,County,IN,IN,,18,55,93255
2114,1347,Accomack County,County,VA,VA,,51,1,158755
1153,1348,Louisa County,County,VA,VA,,51,109,200346
2791,1349,McCurtain County,County,OK,OK,,40,89,59583
2634,1350,Botetourt County,County,VA,VA,Roanoke,51,23,199683
1612,1351,Chester County,County,SC,SC,Charlotte-Concord-Gastonia,45,23,68388
564,1352,Huron County,County,MI,MI,,26,63,83592
2416,1353,Marshall County,County,WV,WV,Wheeling,54,51,72159
3197,1354,Transylvania County,County,NC,NC,Brevard,37,175,203773
2177,1355,Caroline County,County,MD,MD,,24,11,180932
1172,1356,Marion County,County,SC,SC,,45,67,62773
141,1357,Coos County,County,NH,NH,Berlin,33,7,111711
1217,1358,Monroe County,County,IL,IL,St. Louis,17,133,175976
316,1359,Taos County,County,NM,NM,Taos,35,55,234900
2937,1360,Hot Spring County,County,AR,AR,Malvern,5,59,86059
271,1361,Pike County,County,AL,AL,Troy,1,109,109969
1462,1362,Wabash County,County,IN,IN,Wabash,18,169,93773
3060,1363,Washington County,County,ME,ME,,23,29,97047
1410,1364,Sumter County,County,GA,GA,Americus,13,261,77804
1275,1365,Oconee County,County,GA,GA,Athens-Clarke County,13,219,263828
640,1366,Miami County,County,KS,KS,Kansas City,20,121,185661
2843,1367,Schoharie County,County,NY,NY,Albany-Schenectady-Troy,36,95,131130
2084,1368,Wexford County,County,MI,MI,Cadillac,26,165,98517
3103,1369,Mecklenburg County,County,VA,VA,,51,117,106241
2456,1369,Nicollet County,County,MN,MN,Mankato-North Mankato,27,103,187729
501,1371,Emmet County,County,MI,MI,,26,47,181729
2922,1372,Dorchester County,County,MD,MD,Cambridge,24,19,146252
2792,1373,McDonough County,County,IL,IL,Macomb,17,109,70445
1447,1374,Uintah County,County,UT,UT,Vernal,49,47,201640
1475,1375,Warren County,County,MO,MO,St. Louis,29,219,153723
862,1376,Becker County,County,MN,MN,,27,5,192240
2740,1377,Jefferson County,County,IN,IN,Madison,18,77,107053
3259,1378,Petersburg City,County,VA,VA,Richmond,51,730,64279
1514,1379,Amherst County,County,VA,VA,Lynchburg,51,9,143807
750,1380,Titus County,County,TX,TX,Mount Pleasant,48,449,111768
560,1381,Henry County,County,TN,TN,Paris,47,79,96477
1855,1382,Leflore County,County,MS,MS,Greenwood,28,83,27913
358,1383,Adams County,County,MS,MS,Natchez,28,1,92576
1327,1384,Platte County,County,NE,NE,Columbus,31,141,143165
2664,1385,Claiborne County,County,TN,TN,,47,25,98016
726,1386,Smyth County,County,VA,VA,,51,173,82986
733,1387,Stone County,County,MO,MO,Branson,29,209,152797
992,1388,Dillon County,County,SC,SC,,45,33,72501
1843,1389,Kleberg County,County,TX,TX,Kingsville,48,273,91076
1080,1390,Hardin County,County,OH,OH,,39,65,88321
1089,1391,Harris County,County,GA,GA,Columbus,13,145,214739
2639,1392,Brookings County,County,SD,SD,Brookings,46,11,177171
1684,1393,Dunklin County,County,MO,MO,Kennett,29,69,62493
72,1394,Elk County,County,PA,PA,St. Marys,42,47,71341
210,1395,Knox County,County,KY,KY,London,21,121,63801
69,1396,Bee County,County,TX,TX,Beeville,48,25,99469
1302,1397,Ottawa County,County,OK,OK,Miami,40,115,66462
302,1398,Rhea County,County,TN,TN,Dayton,47,143,119217
658,1399,Obion County,County,TN,TN,Union City,47,131,79215
2270,1400,Franklin County,County,AL,AL,,1,59,74813
1651,1401,Daviess County,County,IN,IN,Washington,18,27,110170
288,1402,Polk County,County,MN,MN,Grand Forks,27,119,165255
3255,1403,Jefferson Davis Parish,County,LA,LA,Jennings,22,53,95072
2985,1404,Muhlenberg County,County,KY,KY,Central City,21,177,77711
2410,1405,Marshall County,County,KY,KY,,21,157,120154
360,1406,Adams County,County,NE,NE,Hastings,31,1,108878
1915,1407,Malheur County,County,OR,OR,Ontario,41,45,144227
1127,1408,Juneau Borough,County,AK,AK,Juneau,2,110,365242
2295,1409,Freeborn County,County,MN,MN,Albert Lea,27,47,94980
2645,1410,Caledonia County,County,VT,VT,,50,5,147016
289,1411,Polk County,County,MO,MO,Springfield,29,167,110861
472,1412,Delta County,County,CO,CO,,8,29,228173
1029,1413,Gallia County,County,OH,OH,Point Pleasant,39,53,91520
437,1414,Clare County,County,MI,MI,,26,35,63377
2066,1415,Wakulla County,County,FL,FL,Tallahassee,12,129,154015
1159,1415,Marion County,County,AL,AL,,1,93,74805
2282,1417,Franklin County,County,ME,ME,,23,7,127603
1757,1418,Hancock County,County,WV,WV,Weirton-Steubenville,54,29,80850
2415,1419,Marshall County,County,TN,TN,Lewisburg,47,117,120868
115,1420,Cass County,County,TX,TX,,48,67,90965
606,1421,Logan County,County,IL,IL,Lincoln,17,107,90439
412,1422,Bryan County,County,GA,GA,Savannah,13,29,225520
2971,1423,Montgomery County,County,IL,IL,,17,135,63695
786,1424,Wayne County,County,GA,GA,Jesup,13,305,98003
1720,1425,Garrett County,County,MD,MD,,24,23,179657
1601,1426,Carroll County,County,VA,VA,,51,35,107764
2561,1427,Stoddard County,County,MO,MO,,29,207,70465
1892,1428,Lumpkin County,County,GA,GA,,13,187,178003
2484,1429,Pontotoc County,County,MS,MS,Tupelo,28,115,101648
2755,1430,Jefferson County,County,WA,WA,,53,31,318978
1459,1431,Vernon County,County,WI,WI,,55,123,122950
282,1432,Pine County,County,MN,MN,,27,115,144480
2355,1433,Iroquois County,County,IL,IL,,17,75,87011
1943,1434,Neshoba County,County,MS,MS,,28,99,91556
424,1435,Caddo County,County,OK,OK,,40,15,67971
827,1436,Alpena County,County,MI,MI,Alpena,26,7,85158
538,1437,Grant County,County,NM,NM,Silver City,35,17,137080
522,1438,Giles County,County,TN,TN,,47,55,105565
2852,1439,Sunflower County,County,MS,MS,Indianola,28,133,62900
956,1440,Copiah County,County,MS,MS,Jackson,28,29,68395
1971,1441,Pickens County,County,GA,GA,Atlanta-Sandy Springs-Roswell,13,227,174184
2496,1442,Randolph County,County,WV,WV,Elkins,54,83,84326
3023,1443,San Miguel County,County,NM,NM,Las Vegas,35,47,146866
1777,1444,Hocking County,County,OH,OH,Columbus,39,73,111968
1083,1445,Harlan County,County,KY,KY,,21,95,34544
815,1446,Wythe County,County,VA,VA,,51,197,122824
1814,1447,Jackson County,County,WV,WV,,54,35,97709
2793,1448,McPherson County,County,KS,KS,McPherson,20,113,136981
2546,1449,Sheridan County,County,WY,WY,Sheridan,56,33,248458
1702,1450,Fayette County,County,OH,OH,Washington Court House,39,47,96676
776,1451,Union County,County,SC,SC,Spartanburg,45,87,49481
1293,1452,Orange County,County,VT,VT,Claremont-Lebanon,50,17,175556
2404,1453,Marlboro County,County,SC,SC,Bennettsville,45,69,36911
2008,1454,Russell County,County,VA,VA,,51,167,86176
317,1455,Tate County,County,MS,MS,Memphis,28,137,114922
1599,1456,Carroll County,County,OH,OH,Canton-Massillon,39,19,108185
1356,1457,Ripley County,County,IN,IN,,18,137,143213
3145,1458,Trempealeau County,County,WI,WI,,55,121,135420
1168,1459,Marion County,County,MO,MO,Hannibal,29,127,98207
2326,1460,Haralson County,County,GA,GA,Atlanta-Sandy Springs-Roswell,13,143,106193
224,1461,Lake County,County,MT,MT,,30,47,272075
2587,1462,Van Wert County,County,OH,OH,Van Wert,39,161,86606
1884,1463,Lincoln County,County,WI,WI,Merrill,55,69,113902
678,1464,Perry County,County,KY,KY,,21,193,78966
279,1465,Pike County,County,OH,OH,,39,131,84829
628,1466,Mason County,County,MI,MI,Ludington,26,105,120972
97,1467,Bell County,County,KY,KY,Middlesborough,21,13,46749
572,1468,Jones County,County,GA,GA,Macon-Bibb County,13,169,130521
2678,1469,Del Norte County,County,CA,CA,Crescent City,6,15,221910
635,1470,Meade County,County,KY,KY,Elizabethtown-Fort Knox,21,163,141377
111,1471,Cass County,County,MN,MN,Brainerd,27,21,161191
361,1472,Adams County,County,OH,OH,,39,1,82506
2178,1473,Caroline County,County,VA,VA,Richmond,51,33,180199
2358,1474,Jennings County,County,IN,IN,North Vernon,18,79,105237
1600,1475,Carroll County,County,TN,TN,,47,17,75954
2148,1476,Bradford County,County,FL,FL,,12,7,118777
496,1477,Ellis County,County,KS,KS,Hays,20,51,154698
400,1478,Boyle County,County,KY,KY,Danville,21,21,116389
844,1479,Austin County,County,TX,TX,Houston-The Woodlands-Sugar Land,48,15,212512
81,1480,Lee County,County,GA,GA,Albany,13,177,153398
1039,1481,Gilmer County,County,GA,GA,,13,123,162282
2106,1482,Wyoming County,County,PA,PA,Scranton--Wilkes-Barre--Hazleton,42,131,151412
713,1483,Scott County,County,MS,MS,,28,123,64466
3055,1484,Washington County,County,IN,IN,Louisville/Jefferson County,18,175,104046
3224,1485,Saint Francis County,County,AR,AR,Forrest City,5,123,49690
1173,1486,Marion County,County,TN,TN,Chattanooga,47,115,110771
559,1487,Henry County,County,OH,OH,,39,69,109866
1936,1488,Mineral County,County,WV,WV,Cumberland,54,57,107492
270,1489,Park County,County,WY,WY,,56,29,249006
1230,1490,Morgan County,County,CO,CO,Fort Morgan,8,87,160300
524,1491,Glenn County,County,CA,CA,,6,21,205418
1897,1492,Madison County,County,GA,GA,Athens-Clarke County,13,195,131187
2994,1493,Palo Pinto County,County,TX,TX,Mineral Wells,48,363,109859
818,1494,Yazoo County,County,MS,MS,Jackson,28,163,71652
2486,1495,Powhatan County,County,VA,VA,Richmond,51,145,263020
2684,1496,Dinwiddie County,County,VA,VA,Richmond,51,53,142221
1403,1497,Summit County,County,CO,CO,Breckenridge,8,117,475190
2808,1498,Morehouse Parish,County,LA,LA,Bastrop,22,67,53080
1662,1499,Decatur County,County,GA,GA,Bainbridge,13,87,89030
2016,1500,Sanpete County,County,UT,UT,,49,39,141284
2954,1501,Lauderdale County,County,TN,TN,,47,97,68875
2978,1502,Montgomery County,County,NC,NC,,37,123,105032
149,1503,Door County,County,WI,WI,,55,29,184388
2720,1504,Henderson County,County,TN,TN,,47,77,92423
1076,1505,Hardee County,County,FL,FL,Wauchula,12,49,102187
919,1506,Carter County,County,KY,KY,,21,43,61848
2389,1507,Le Sueur County,County,MN,MN,Minneapolis-St. Paul-Bloomington,27,79,175422
671,1508,Peach County,County,GA,GA,Warner Robins,13,225,117426
853,1509,Barton County,County,KS,KS,Great Bend,20,9,72937
803,1510,Wells County,County,IN,IN,Fort Wayne,18,179,119321
1031,1511,Garvin County,County,OK,OK,,40,49,59738
2029,1512,Simpson County,County,MS,MS,Jackson,28,127,91270
1246,1513,Morton County,County,ND,ND,Bismarck,38,59,215479
969,1514,Custer County,County,OK,OK,Weatherford,40,39,122220
1531,1515,Barbour County,County,AL,AL,Eufaula,1,5,77376
1589,1516,Carroll County,County,AR,AR,,5,15,126948
2191,1517,Cherokee County,County,NC,NC,,37,39,138945
